1101	другой	другой	DET	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#1034.895#1035.213
1102	сделать	сделать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#1035.213#1035.535
1103	#смеется#	#смеется#	X	_	_	_	_	_	@pap1985m-words#@pap1985m#1038.935#1039.395
1104	обожаю	обожать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#1042.88#1043.132
1105	пить	пить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#1043.132#1043.384
1106	за	за	ADP	_	_	_	_	_	@pap1985m-words#@pap1985m#1043.384#1043.636
1107	социальные	социальный	ADJ	_	Animacy=Inan|Case=Acc|Number=Plur	_	_	_	@pap1985m-words#@pap1985m#1043.636#1043.888
1108	вайны	вайн	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@pap1985m-words#@pap1985m#1043.888#1044.14
1109	скажи	сказать	VERB	_	Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#1047.415#1047.675
1110	пожалуйста	пожалуйста	ADV	_	_	_	_	_	@pap1985m-words#@pap1985m#1047.675#1047.935
1111	/	/	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#1047.935#1048.195
1112	какие	какой	DET	_	Case=Nom|Number=Plur	_	_	_	@pap1985m-words#@pap1985m#1048.195#1048.455
1113	у	у	ADP	_	_	_	_	_	@pap1985m-words#@pap1985m#1048.455#1048.715
1114	тебя	ты	PRON	_	Case=Gen|Number=Sing|Person=2	_	_	_	@pap1985m-words#@pap1985m#1048.715#1048.975
1115	планы	план	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@pap1985m-words#@pap1985m#1048.975#1049.235
1116	дальнейшие	дальний	ADJ	_	Case=Nom|Degree=Sup|Number=Plur	_	_	_	@pap1985m-words#@pap1985m#1049.235#1049.5
1117	ну	ну	PART	_	_	_	_	_	@pap1985m-words#@pap1985m#1068.26#1068.483
1118	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#1068.483#1068.706
1119	авторская	авторский	ADJ	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#1068.706#1068.929
1120	история	история	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#1068.929#1069.152
1121	/	/	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#1069.152#1069.375
1122	вам	вы	PRON	_	Case=Dat|Number=Plur|Person=2	_	_	_	@pap1985m-words#@pap1985m#1069.375#1069.598
1123	никто	никто	PRON	_	Animacy=Anim|Case=Nom	_	_	_	@pap1985m-words#@pap1985m#1069.598#1069.821
1124	не	не	PART	_	_	_	_	_	@pap1985m-words#@pap1985m#1069.821#1070.044
1125	говорит	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#1070.044#1070.267
1126	че	что	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#1070.267#1070.49
1127	делать	делать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#1070.49#1070.713
1128	/	/	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#1070.713#1070.936
1129	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@pap1985m-words#@pap1985m#1070.936#1071.159
1130	сидите	сидеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#1071.159#1071.382
1131	командой	команда	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#1071.382#1071.605
1132	те	тот	DET	_	Case=Nom|Number=Plur	_	_	_	@pap1985m-words#@pap1985m#1071.605#1071.828
1133	люди	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@pap1985m-words#@pap1985m#1071.828#1072.051
1134	которые	который	PRON	_	Case=Nom	_	_	_	@pap1985m-words#@pap1985m#1072.051#1072.274
1135	в	в	ADP	_	_	_	_	_	@pap1985m-words#@pap1985m#1072.274#1072.497
1136	ээ	ээ	INTJ	_	_	_	_	_	@pap1985m-words#@pap1985m#1072.497#1072.72
1137	в	в	ADP	_	_	_	_	_	@pap1985m-words#@pap1985m#1072.72#1072.943
1138	кадре	кадр	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#1072.943#1073.166
1139	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@pap1985m-words#@pap1985m#1073.166#1073.389
1140	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@pap1985m-words#@pap1985m#1073.389#1073.612
1141	же	же	PART	_	_	_	_	_	@pap1985m-words#@pap1985m#1073.612#1073.835
1142	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#1073.835#1074.058
1143	все	весь	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#1074.058#1074.281
1144	придумывают	придумывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#1074.281#1074.504
1145	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#1074.504#1074.727
1146	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#1074.727#1074.95
1147	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@pap1985m-words#@pap1985m#1074.95#1075.173
1148	аа	аа	INTJ	_	_	_	_	_	@pap1985m-words#@pap1985m#1075.173#1075.4
1149	#смеется#	#смеется#	X	_	_	_	_	_	@pap1985m-words#@pap1985m#1088.71#1089.283
1150	что	что	PRON	_	Case=Nom	_	_	_	@pap1985m-words#@pap1985m#1089.283#1089.856
1151	?	?	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#1089.856#1090.43
1152	а	а	CCONJ	_	_	_	_	_	@pap1985m-words#@pap1985m#1095.32#1095.506
1153	порно-то	порно-то	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#1095.506#1095.692
1154	в	в	ADP	_	_	_	_	_	@pap1985m-words#@pap1985m#1095.692#1095.878
1155	чем	что	PRON	_	Case=Loc	_	_	_	@pap1985m-words#@pap1985m#1095.878#1096.064
1156	заключается	заключаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@pap1985m-words#@pap1985m#1096.064#1096.25
1157	?	?	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#1096.25#1096.436
1158	что	что	SCONJ	_	_	_	_	_	@pap1985m-words#@pap1985m#1096.436#1096.622
1159	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@pap1985m-words#@pap1985m#1096.622#1096.808
1160	просто	просто	PART	_	_	_	_	_	@pap1985m-words#@pap1985m#1096.808#1096.994
1161	тонут	тонуть	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#1096.994#1097.18
1162	?	?	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#1097.18#1097.37
1163	так	так	PART	_	_	_	_	_	@pap1985m-words#@pap1985m#1112.035#1112.364
1164	ребят	ребята	NOUN	_	Animacy=Anim|Case=Voc|Number=Plur	_	_	_	@pap1985m-words#@pap1985m#1112.364#1112.693
1165	давайте	давать	VERB	_	Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#1112.693#1113.022
1166	устроим	устроить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#1113.022#1113.351
1167	огромную	огромный	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#1113.351#1113.68
1168	/	/	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#1113.68#1114.009
1169	массовую	массовый	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#1114.009#1114.338
1170	историю	история	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#1114.338#1114.667
1171	так	так	ADV	_	_	_	_	_	@pap1985m-words#@pap1985m#1114.667#1114.996
1172	же	же	PART	_	_	_	_	_	@pap1985m-words#@pap1985m#1114.996#1115.325
1173	как	как	SCONJ	_	_	_	_	_	@pap1985m-words#@pap1985m#1115.325#1115.654
1174	сделали	делать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#1115.654#1115.983
1175	с	с	ADP	_	_	_	_	_	@pap1985m-words#@pap1985m#1115.983#1116.312
1176	Лэди	Лэди	PROPN	_	Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#1116.312#1116.641
1177	Гагой	Гага	PROPN	_	Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#1116.641#1116.983
1178	и	и	CCONJ	_	_	_	_	_	@pap1985m-words#@pap1985m#1116.983#1117.322
1179	напишем	написать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#1117.322#1117.661
1180	Сметане	Сметана	PROPN	_	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#1117.661#1118.0
1181	ТВ	ТВ	PROPN	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#1118.0#1118.339
1182	и	и	CCONJ	_	_	_	_	_	@pap1985m-words#@pap1985m#1118.339#1118.678
1183	конкретно	конкретно	ADV	_	Degree=Pos	_	_	_	@pap1985m-words#@pap1985m#1118.678#1119.017
1184	Жене	Женя	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#1119.017#1119.356
1185	Калинкину	Калинкин	PROPN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#1119.356#1119.695
1186	/	/	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#1119.695#1120.034
1187	в	в	ADP	_	_	_	_	_	@pap1985m-words#@pap1985m#1120.034#1120.373
1188	его	его	DET	_	_	_	_	_	@pap1985m-words#@pap1985m#1120.373#1120.712
1189	инст	инстаграм	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#1120.712#1121.051
1190	/	/	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#1121.051#1121.39
1191	господа	господин	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@pap1985m-words#@pap1985m#1121.39#1121.729
1192	где	где	ADV	_	_	_	_	_	@pap1985m-words#@pap1985m#1121.729#1122.068
1193	ваши	ваш	DET	_	Case=Nom|Number=Plur	_	_	_	@pap1985m-words#@pap1985m#1122.068#1122.407
1194	тонущие	тонущий	ADJ	_	Aspect=Imp|Animacy=Inan|Case=Acc|Number=Plur|Tense=Pres|VerbForm=Part|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#1122.407#1122.746
1195	тела	тело	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur	_	_	_	@pap1985m-words#@pap1985m#1122.746#1123.085
1196	в	в	ADP	_	_	_	_	_	@pap1985m-words#@pap1985m#1123.085#1123.424
1197	болотах	болото	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Plur	_	_	_	@pap1985m-words#@pap1985m#1123.424#1123.763
1198	?	?	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#1123.763#1124.102
1199	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@pap1985m-words#@pap1985m#1124.102#1124.441
1200	нам	мы	PRON	_	Case=Dat|Number=Plur|Person=1	_	_	_	@pap1985m-words#@pap1985m#1124.441#1124.78
1201	обещали	обещать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#1124.78#1125.13
1202	в	в	ADP	_	_	_	_	_	@pap1985m-words#@pap1985m#1132.0#1132.257
1203	общем	общий	ADJ	_	Case=Loc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#1132.257#1132.514
1204	все	весь	DET	_	Case=Nom|Number=Plur	_	_	_	@pap1985m-words#@pap1985m#1132.514#1132.771
1205	твои	твой	DET	_	Case=Nom|Number=Plur	_	_	_	@pap1985m-words#@pap1985m#1132.771#1133.028
1206	планы	план	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@pap1985m-words#@pap1985m#1133.028#1133.285
1207	связаны	связать	VERB	_	Aspect=Perf|Number=Plur|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@pap1985m-words#@pap1985m#1133.285#1133.542
1208	со	с	ADP	_	_	_	_	_	@pap1985m-words#@pap1985m#1133.542#1133.799
1209	Сметаной	Сметана	PROPN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#1133.799#1134.056
1210	ТВ	ТВ	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#1134.056#1134.313
1211	/	/	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#1134.313#1134.57
1212	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@pap1985m-words#@pap1985m#1134.57#1134.827
1213	развиваете	развивать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#1134.827#1135.084
1214	канал	канал	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#1135.084#1135.341
1215	/	/	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#1135.341#1135.598
1216	пробуете	пробовать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#1135.598#1135.855
1217	новые	новый	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	_	_	_	@pap1985m-words#@pap1985m#1135.855#1136.112
1218	проекты	проект	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@pap1985m-words#@pap1985m#1136.112#1136.382
1219	#смеется#	#смеется#	X	_	_	_	_	_	@pap1985m-words#@pap1985m#1145.292#1146.011
1220	чего	что	PRON	_	Case=Nom	_	_	_	@pap1985m-words#@pap1985m#1146.011#1146.73
1221	?	?	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#1146.73#1147.45
1222	ну	ну	PART	_	_	_	_	_	@pap1985m-words#@pap1985m#1150.032#1150.259
1223	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@pap1985m-words#@pap1985m#1150.259#1150.486
1224	помню	помнить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#1150.486#1150.713
1225	что	что	SCONJ	_	_	_	_	_	@pap1985m-words#@pap1985m#1150.713#1150.94
1226	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@pap1985m-words#@pap1985m#1150.94#1151.167
1227	командный	командный	ADJ	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#1151.167#1151.394
1228	игрок	игрок	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#1151.394#1151.621
1229	поэтому	поэтому	ADV	_	_	_	_	_	@pap1985m-words#@pap1985m#1151.621#1151.852
